"","seqnames","start","end","width","strand","gc","mapp"
"77","chr1",42000001,42500000,500000,"*",45.87,0.980099595937988
"78","chr1",42500001,43000000,500000,"*",41.02,0.971649039634685
"79","chr1",43000001,43500000,500000,"*",44.41,0.984927654718006
"80","chr1",43500001,44000000,500000,"*",46.56,0.969427803634985
"81","chr1",44000001,44500000,500000,"*",48.97,0.992595769611185
"82","chr1",44500001,45000000,500000,"*",44.9,0.991066696914162
"83","chr1",45000001,45500000,500000,"*",47.63,0.980329460225296
"84","chr1",45500001,46000000,500000,"*",42.69,0.944881911642677
"85","chr1",46000001,46500000,500000,"*",42.51,0.965355194692225
"86","chr1",46500001,47000000,500000,"*",47.76,0.97530951847031
"87","chr1",47000001,47500000,500000,"*",43.26,0.91180124921472
"88","chr1",47500001,48000000,500000,"*",44.44,0.926627268141073
"89","chr1",48000001,48500000,500000,"*",47.84,0.988313780982617
"90","chr1",48500001,49000000,500000,"*",40.63,0.929318149703538
"91","chr1",49000001,49500000,500000,"*",42.16,0.984903615882925
"92","chr1",49500001,50000000,500000,"*",37.84,0.952515189144122
"93","chr1",50000001,50500000,500000,"*",37.15,0.933170007922874
"94","chr1",50500001,51000000,500000,"*",41.83,0.988614366742385
"95","chr1",51000001,51500000,500000,"*",38.3,0.967486091824571
"96","chr1",51500001,52000000,500000,"*",41.23,0.977690628852307
"97","chr1",52000001,52500000,500000,"*",41.39,0.983881935586418
"98","chr1",52500001,53000000,500000,"*",41.31,0.973104163812932
"99","chr1",53000001,53500000,500000,"*",43.14,0.974625976890404
"100","chr1",53500001,54000000,500000,"*",49.2,0.987693821607253
"101","chr1",54000001,54500000,500000,"*",45.93,0.990337754065799
"102","chr1",54500001,55000000,500000,"*",48.79,0.981719083617921
"103","chr1",55000001,55500000,500000,"*",48.35,0.970828550907613
"104","chr1",55500001,56000000,500000,"*",41.86,0.980676223188954
"105","chr1",56000001,56500000,500000,"*",39.92,0.982584537090359
"106","chr1",56500001,57000000,500000,"*",40.81,0.974804189135817
"107","chr1",57000001,57500000,500000,"*",40.29,0.988143269462544
"108","chr1",57500001,58000000,500000,"*",40.59,0.990905317392531
"109","chr1",58000001,58500000,500000,"*",40.45,0.983609993756219
"110","chr1",58500001,59000000,500000,"*",41.4,0.943200433185873
"111","chr1",59000001,59500000,500000,"*",42.24,0.978492700496715
"112","chr1",59500001,60000000,500000,"*",40.75,0.965632233160426
"113","chr1",60000001,60500000,500000,"*",39.5,0.953516445324147
"114","chr1",60500001,61000000,500000,"*",37.48,0.951012328037529
"115","chr1",61000001,61500000,500000,"*",39.95,0.969212612809144
"116","chr1",61500001,62000000,500000,"*",39.56,0.995534331816995
"117","chr1",62000001,62500000,500000,"*",40.23,0.97608320487205
"118","chr1",62500001,63000000,500000,"*",43.03,0.984213533586015
"119","chr1",63000001,63500000,500000,"*",38.53,0.971879382338268
"120","chr1",63500001,64000000,500000,"*",39.29,0.97492068550041
"121","chr1",64000001,64500000,500000,"*",41.29,0.991206684917211
"122","chr1",64500001,65000000,500000,"*",40.82,0.962814002218
"123","chr1",65000001,65500000,500000,"*",40.55,0.988259986764841
"124","chr1",65500001,66000000,500000,"*",40.99,0.972533217685329
"125","chr1",66000001,66500000,500000,"*",37.14,0.945254845593299
"126","chr1",66500001,67000000,500000,"*",38.38,0.95896195701849
"127","chr1",67000001,67500000,500000,"*",37.24,0.977064044050928
"128","chr1",67500001,68000000,500000,"*",40.68,0.968062896210899
"129","chr1",68000001,68500000,500000,"*",41.2,0.98449590900636
"130","chr1",68500001,69000000,500000,"*",39.69,0.981271597382549
"131","chr1",69000001,69500000,500000,"*",37.33,0.947698807499599
"132","chr1",69500001,70000000,500000,"*",36.92,0.964024708225991
"133","chr1",70000001,70500000,500000,"*",35.39,0.955770646085166
"134","chr1",70500001,71000000,500000,"*",37.69,0.986459998450746
"135","chr1",71000001,71500000,500000,"*",37.71,0.966294563705088
"136","chr1",71500001,72000000,500000,"*",36.81,0.959086617911411
"137","chr1",72000001,72500000,500000,"*",35.36,0.980625111856823
"138","chr1",72500001,73000000,500000,"*",34.45,0.987594448329532
"139","chr1",73000001,73500000,500000,"*",35.04,0.967937873285542
"140","chr1",73500001,74000000,500000,"*",34.9,0.974291324218704
"141","chr1",74000001,74500000,500000,"*",35.7,0.992475272980821
"142","chr1",74500001,75000000,500000,"*",35.66,0.959673265920299
"143","chr1",75000001,75500000,500000,"*",37.18,0.962834523013689
"144","chr1",75500001,76000000,500000,"*",37.41,0.947150771152588
"145","chr1",76000001,76500000,500000,"*",38.05,0.950434111706068
"146","chr1",76500001,77000000,500000,"*",38.96,0.981805662119708
"147","chr1",77000001,77500000,500000,"*",38.69,0.963768052103663
"148","chr1",77500001,78000000,500000,"*",38.3,0.981095171489152
"149","chr1",78000001,78500000,500000,"*",38.82,0.977818587701123
"150","chr1",78500001,79000000,500000,"*",38.47,0.96168800177173
"151","chr1",79000001,79500000,500000,"*",36.02,0.971458741178231
"152","chr1",79500001,80000000,500000,"*",35.69,0.970029835392175
"153","chr1",80000001,80500000,500000,"*",35.56,0.964254094514172
"154","chr1",80500001,81000000,500000,"*",35.12,0.961691045160119
"155","chr1",81000001,81500000,500000,"*",35.12,0.964741720517601
"156","chr1",81500001,82000000,500000,"*",36.88,0.984990825369997
"157","chr1",82000001,82500000,500000,"*",36.5,0.992865818150358
"158","chr1",82500001,83000000,500000,"*",37.1,0.967685372580474
"159","chr1",83000001,83500000,500000,"*",36.1,0.985554687319431
"160","chr1",84000001,84500000,500000,"*",38.13,0.982569765004086
"161","chr1",84500001,85000000,500000,"*",37.45,0.970648116587949
"162","chr1",85000001,85500000,500000,"*",40.4,0.994856130400066
"163","chr1",85500001,86000000,500000,"*",39.51,0.978247136160289
"164","chr1",86000001,86500000,500000,"*",37.71,0.935882750525558
"165","chr1",86500001,87000000,500000,"*",37.81,0.958529916673171
"166","chr1",87000001,87500000,500000,"*",38.55,0.946727783318232
"167","chr1",87500001,88000000,500000,"*",40.39,0.985131186876162
"168","chr1",88000001,88500000,500000,"*",38.07,0.991394545645973
"169","chr1",88500001,89000000,500000,"*",37.36,0.982299138734739
"170","chr1",89000001,89500000,500000,"*",38.3,0.982509291301212
"171","chr1",89500001,90000000,500000,"*",39.06,0.936768920427681
"172","chr1",90000001,90500000,500000,"*",40.09,0.970961815657155
"173","chr1",90500001,91000000,500000,"*",38.39,0.962059479849784
"174","chr1",91000001,91500000,500000,"*",38.99,0.979437287263831
"175","chr1",91500001,92000000,500000,"*",39.51,0.931301848404334
"176","chr1",92000001,92500000,500000,"*",42.2,0.984271774110733
"177","chr1",92500001,93000000,500000,"*",39.42,0.964209881678924
"178","chr1",93000001,93500000,500000,"*",39.32,0.956948624367774
"179","chr1",93500001,94000000,500000,"*",38.45,0.962359041393916
"180","chr1",94000001,94500000,500000,"*",43.2,0.964592201803017
"181","chr1",94500001,95000000,500000,"*",40.42,0.967743713642281
"182","chr1",95000001,95500000,500000,"*",42.53,0.985630164729585
"183","chr1",95500001,96000000,500000,"*",39.21,0.97165910910229
"184","chr1",96000001,96500000,500000,"*",36.98,0.993948012902756
"185","chr1",96500001,97000000,500000,"*",37.42,0.950635269785221
"186","chr1",97000001,97500000,500000,"*",37.36,0.961892741215741
"187","chr1",97500001,98000000,500000,"*",35.92,0.966736463766862
"188","chr1",98000001,98500000,500000,"*",34.32,0.98941227170881
"189","chr1",98500001,99000000,500000,"*",36.26,0.979024342679636
"190","chr1",99000001,99500000,500000,"*",36.72,0.971754783060029
"191","chr1",99500001,100000000,500000,"*",37.1,0.954057288001268
"192","chr1",100000001,100500000,500000,"*",38.25,0.981507487733129
"193","chr1",100500001,101000000,500000,"*",38.61,0.985521267875474
"194","chr1",101000001,101500000,500000,"*",37.73,0.958337876767805
"195","chr1",101500001,102000000,500000,"*",38.86,0.989601901676157
"196","chr1",102000001,102500000,500000,"*",35.49,0.980894115190615
"197","chr1",102500001,103000000,500000,"*",34.68,0.956339477982646
"198","chr1",103000001,103500000,500000,"*",34.7,0.957982688390638
"199","chr1",104500001,105000000,500000,"*",35.19,0.970654153771311
"200","chr1",105000001,105500000,500000,"*",35.15,0.9417769539329
"201","chr1",105500001,106000000,500000,"*",33.98,0.978784412938593
"202","chr1",106000001,106500000,500000,"*",34.6,0.963528949471337
"203","chr1",106500001,107000000,500000,"*",34.9,0.971960429723171
"204","chr1",107000001,107500000,500000,"*",35.9,0.986995082611303
"205","chr1",107500001,108000000,500000,"*",37.16,0.990652721887072
"206","chr1",108000001,108500000,500000,"*",38.24,0.977623768355302
"207","chr1",109000001,109500000,500000,"*",40.35,0.933485107825235
"208","chr1",109500001,110000000,500000,"*",45,0.982201443893246
"209","chr1",110000001,110500000,500000,"*",47.23,0.956361112804757
"210","chr1",110500001,111000000,500000,"*",46.85,0.993180122718685
"211","chr1",111000001,111500000,500000,"*",42.41,0.983718718739711
"212","chr1",111500001,112000000,500000,"*",40.07,0.961464052360462
"213","chr1",112000001,112500000,500000,"*",43.46,0.986995243101896
"214","chr1",112500001,113000000,500000,"*",43.21,0.948062860178529
"215","chr1",113000001,113500000,500000,"*",44.09,0.972526640802449
"216","chr1",113500001,114000000,500000,"*",41.37,0.962102600065568
"217","chr1",114000001,114500000,500000,"*",38.56,0.955893119592736
"218","chr1",114500001,115000000,500000,"*",43.08,0.974081957462007
"219","chr1",115000001,115500000,500000,"*",38.78,0.976626427509286
"220","chr1",115500001,116000000,500000,"*",41.19,0.970611684795878
"221","chr1",116000001,116500000,500000,"*",41.98,0.980578896576733
"222","chr1",116500001,117000000,500000,"*",41.54,0.975180460526839
"223","chr1",117000001,117500000,500000,"*",44.25,0.945195548653432
"224","chr1",117500001,118000000,500000,"*",40.99,0.958944145319209
"225","chr1",118000001,118500000,500000,"*",40.56,0.977910745184114
"226","chr1",118500001,119000000,500000,"*",37.79,0.971501701469018
"227","chr1",119000001,119500000,500000,"*",37.63,0.925595414315533
"228","chr1",119500001,120000000,500000,"*",41.21,0.961760019396505
"229","chr1",120000001,120500000,500000,"*",42.55,0.957845330415164
"230","chr1",146500001,147000000,500000,"*",40.19,0.907751010978266
"231","chr1",150000001,150500000,500000,"*",43.46,0.983253381634841
"232","chr1",150500001,151000000,500000,"*",44.16,0.967140387301739
"233","chr1",151000001,151500000,500000,"*",46.54,0.983177494434244
"234","chr1",151500001,152000000,500000,"*",44.78,0.980973355788789
"235","chr1",152000001,152500000,500000,"*",41.45,0.927446009949934
"236","chr1",152500001,153000000,500000,"*",41.37,0.949000719728073
"237","chr1",153000001,153500000,500000,"*",42.89,0.956124943105646
"238","chr1",153500001,154000000,500000,"*",48.16,0.98254642318385
"239","chr1",154000001,154500000,500000,"*",45.6,0.972982650394934
"240","chr1",154500001,155000000,500000,"*",48.42,0.982096588359535
"241","chr1",155000001,155500000,500000,"*",48.21,0.974037787992645
"242","chr1",155500001,156000000,500000,"*",45.7,0.935376596725847
"243","chr1",156000001,156500000,500000,"*",50.44,0.979341197422556
"244","chr1",156500001,157000000,500000,"*",50.41,0.988571624967307
"245","chr1",157000001,157500000,500000,"*",43.85,0.961109762120372
"246","chr1",157500001,158000000,500000,"*",40.76,0.977316476749174
"247","chr1",158000001,158500000,500000,"*",40.58,0.933795525188571
"248","chr1",158500001,159000000,500000,"*",37.23,0.959530439255742
"249","chr1",159000001,159500000,500000,"*",39.02,0.947214866748456
"250","chr1",159500001,160000000,500000,"*",43.12,0.95162758715664
"251","chr1",160000001,160500000,500000,"*",45.15,0.980012485208987
"252","chr1",160500001,161000000,500000,"*",43.1,0.955817027751337
"253","chr1",161000001,161500000,500000,"*",47.62,0.917972110927583
"254","chr1",162000001,162500000,500000,"*",42.13,0.975454843456321
"255","chr1",162500001,163000000,500000,"*",40.06,0.953513521953198
"256","chr1",163000001,163500000,500000,"*",37.86,0.981416589067988
"257","chr1",163500001,164000000,500000,"*",37.36,0.957973081929891
"258","chr1",164000001,164500000,500000,"*",37.61,0.957557331526607
"259","chr1",164500001,165000000,500000,"*",41.26,0.986790935254208
"260","chr1",165000001,165500000,500000,"*",42.49,0.985347209095631
"261","chr1",165500001,166000000,500000,"*",41.89,0.968912852924876
"262","chr1",166000001,166500000,500000,"*",41.06,0.931075969439888
"263","chr1",166500001,167000000,500000,"*",39.33,0.97350695738659
"264","chr1",167000001,167500000,500000,"*",41.8,0.994832124620824
"265","chr1",167500001,168000000,500000,"*",41.82,0.986855251240283
"266","chr1",168000001,168500000,500000,"*",41.59,0.974989689502527
"267","chr1",168500001,169000000,500000,"*",39.47,0.965075793461817
"268","chr1",169000001,169500000,500000,"*",37.87,0.964616792139293
"269","chr1",169500001,170000000,500000,"*",38.2,0.978571287370017
"270","chr1",170000001,170500000,500000,"*",37.61,0.943676109591432
"271","chr1",170500001,171000000,500000,"*",38.09,0.980819452999292
"272","chr1",171000001,171500000,500000,"*",39.74,0.970524410482415
"273","chr1",171500001,172000000,500000,"*",39.76,0.969837603171004
"274","chr1",172000001,172500000,500000,"*",37.83,0.950831849735065
"275","chr1",172500001,173000000,500000,"*",38.47,0.966129054567911
"276","chr1",173000001,173500000,500000,"*",39.47,0.959072616858703
"277","chr1",173500001,174000000,500000,"*",39.66,0.963813119174343
"278","chr1",174000001,174500000,500000,"*",37.84,0.951265397594394
"279","chr1",174500001,175000000,500000,"*",38.77,0.925375024291253
"280","chr1",175000001,175500000,500000,"*",43.25,0.976285999788039
"281","chr1",175500001,176000000,500000,"*",42.52,0.977205183642693
"282","chr1",176000001,176500000,500000,"*",38.02,0.958396316069383
"283","chr1",176500001,177000000,500000,"*",40.46,0.98710461012534
"284","chr1",177000001,177500000,500000,"*",40.58,0.979761622501996
"285","chr1",177500001,178000000,500000,"*",40.82,0.946269721209763
"286","chr1",178000001,178500000,500000,"*",38.9,0.97597600241372
"287","chr1",178500001,179000000,500000,"*",40.83,0.964323552198907
"288","chr1",179000001,179500000,500000,"*",41.14,0.974623103742889
"289","chr1",179500001,180000000,500000,"*",40.46,0.96960646439892
"290","chr1",180000001,180500000,500000,"*",41.41,0.974836666686479
"291","chr1",180500001,181000000,500000,"*",40.9,0.96270582102416
"292","chr1",181000001,181500000,500000,"*",44.96,0.974377636442987
"293","chr1",181500001,182000000,500000,"*",41.71,0.981335605997219
"294","chr1",182000001,182500000,500000,"*",42.53,0.984220724478552
"295","chr1",182500001,183000000,500000,"*",41.33,0.986173779955463
"296","chr1",183000001,183500000,500000,"*",41.7,0.987288791736589
"297","chr1",183500001,184000000,500000,"*",40.58,0.972709227167683
"298","chr1",184000001,184500000,500000,"*",40,0.97226034015025
"299","chr1",184500001,185000000,500000,"*",39.79,0.967349169339931
"300","chr1",185000001,185500000,500000,"*",38.43,0.96933692648768
"301","chr1",185500001,186000000,500000,"*",36.99,0.951362241120403
"302","chr1",186000001,186500000,500000,"*",36.52,0.972349191662241
"303","chr1",186500001,187000000,500000,"*",36.89,0.975813988179056
"304","chr1",187000001,187500000,500000,"*",35.67,0.974279901299355
"305","chr1",187500001,188000000,500000,"*",35.76,0.95013069094499
"306","chr1",188000001,188500000,500000,"*",34.24,0.985501536998469
"307","chr1",188500001,189000000,500000,"*",34.28,0.971385275366772
"308","chr1",189000001,189500000,500000,"*",34.01,0.956766890215929
"309","chr1",189500001,190000000,500000,"*",33.95,0.983494226174675
"310","chr1",190000001,190500000,500000,"*",33.31,0.990530108428228
"311","chr1",190500001,191000000,500000,"*",33.98,0.98113631939797
"312","chr1",191000001,191500000,500000,"*",34.15,0.973850667097218
"313","chr1",191500001,192000000,500000,"*",34.46,0.986457200890977
"314","chr1",192000001,192500000,500000,"*",35.04,0.966599920725695
"315","chr1",192500001,193000000,500000,"*",37.46,0.976618522559921
"316","chr1",193000001,193500000,500000,"*",37.01,0.984132440293367
"317","chr1",193500001,194000000,500000,"*",35.98,0.965396236704034
"318","chr1",194000001,194500000,500000,"*",34.86,0.97014546078251
"319","chr1",194500001,195000000,500000,"*",33.99,0.985965560527332
"320","chr1",195000001,195500000,500000,"*",33.92,0.983184585163293
"321","chr1",195500001,196000000,500000,"*",34.49,0.972541877429487
"322","chr1",196000001,196500000,500000,"*",34.49,0.963317524267371
"323","chr1",196500001,197000000,500000,"*",35.36,0.901406221170974
"324","chr1",197000001,197500000,500000,"*",35.87,0.988999105320682
"325","chr1",197500001,198000000,500000,"*",36.71,0.953981945229633
"326","chr1",198000001,198500000,500000,"*",36.44,0.967589109698555
"327","chr1",198500001,199000000,500000,"*",35.36,0.989348617542029
"328","chr1",199000001,199500000,500000,"*",35.89,0.988502028178705
"329","chr1",199500001,200000000,500000,"*",38.6,0.965966832730756
"330","chr1",200000001,200500000,500000,"*",41.32,0.986007813660537
"331","chr1",200500001,201000000,500000,"*",43.05,0.983776856952708
"332","chr1",201000001,201500000,500000,"*",50.3,0.983875976222374
"333","chr1",201500001,202000000,500000,"*",47.26,0.987560145536187
"334","chr1",202000001,202500000,500000,"*",46.07,0.918791808298637
"335","chr1",202500001,203000000,500000,"*",45.02,0.962045999288662
"336","chr1",203000001,203500000,500000,"*",48.13,0.978925636352184
"337","chr1",203500001,204000000,500000,"*",44.69,0.98228636287177
"338","chr1",204000001,204500000,500000,"*",48.5,0.989594660357627
"339","chr1",204500001,205000000,500000,"*",47.03,0.995673731667702
"340","chr1",205000001,205500000,500000,"*",48.07,0.981173948842084
"341","chr1",205500001,206000000,500000,"*",38.81,0.982317424825098
"342","chr1",206500001,207000000,500000,"*",45.77,0.905392261373062
"343","chr1",207000001,207500000,500000,"*",41.63,0.981195680630034
"344","chr1",207500001,208000000,500000,"*",39.58,0.904174465093073
"345","chr1",208000001,208500000,500000,"*",45.71,0.996747293225775
"346","chr1",208500001,209000000,500000,"*",40.66,0.982376607693984
"347","chr1",209000001,209500000,500000,"*",40.25,0.977595104705988
"348","chr1",209500001,210000000,500000,"*",43.86,0.991110773577402
"349","chr1",210000001,210500000,500000,"*",39.66,0.967924764175493
"350","chr1",210500001,211000000,500000,"*",42.61,0.982840967076587
"351","chr1",211000001,211500000,500000,"*",39.99,0.945259648724769
"352","chr1",211500001,212000000,500000,"*",43.66,0.973531606737914
"353","chr1",212000001,212500000,500000,"*",41.62,0.977797383792823
"354","chr1",212500001,213000000,500000,"*",43.76,0.972152284025073
"355","chr1",213000001,213500000,500000,"*",40.56,0.958742756861481
"356","chr1",213500001,214000000,500000,"*",42.01,0.977081350027994
"357","chr1",214500001,215000000,500000,"*",40.41,0.983987166274555
"358","chr1",215000001,215500000,500000,"*",37.23,0.982519869521765
"359","chr1",215500001,216000000,500000,"*",37.23,0.973541171885808
"360","chr1",216000001,216500000,500000,"*",35.92,0.975150549122336
"361","chr1",216500001,217000000,500000,"*",36.69,0.986522580010493
"362","chr1",217000001,217500000,500000,"*",38.71,0.994195659135667
"363","chr1",217500001,218000000,500000,"*",36.8,0.973086608600763
"364","chr1",218000001,218500000,500000,"*",37.73,0.981887300860349
"365","chr1",218500001,219000000,500000,"*",39.37,0.977849226062585
"366","chr1",219000001,219500000,500000,"*",36.59,0.988178558018125
"367","chr1",219500001,220000000,500000,"*",38.92,0.957697583041682
"368","chr1",220000001,220500000,500000,"*",39.24,0.952616932237521
"369","chr1",220500001,221000000,500000,"*",40.85,0.983271726251237
"370","chr1",221000001,221500000,500000,"*",39.19,0.98296863538259
"371","chr1",221500001,222000000,500000,"*",38.76,0.988220109370107
"372","chr1",222000001,222500000,500000,"*",40.36,0.974775353297908
"373","chr1",223000001,223500000,500000,"*",42.36,0.953969138639453
"374","chr1",223500001,224000000,500000,"*",41.01,0.930981274789862
"375","chr1",224500001,225000000,500000,"*",43.18,0.986098722399474
"376","chr1",225000001,225500000,500000,"*",38.15,0.94227072952121
"377","chr1",225500001,226000000,500000,"*",42.08,0.978951552942058
"378","chr1",226000001,226500000,500000,"*",46.26,0.97943750749779
"379","chr1",226500001,227000000,500000,"*",47.21,0.986994805055677
"380","chr1",227000001,227500000,500000,"*",40.61,0.971340681383701
"381","chr1",227500001,228000000,500000,"*",44.01,0.967807023852523
"382","chr1",228000001,228500000,500000,"*",51.19,0.960314326133768
"383","chr1",228500001,229000000,500000,"*",48.96,0.908446327366332
"384","chr1",229000001,229500000,500000,"*",44.66,0.980543522051972
"385","chr1",229500001,230000000,500000,"*",43.4,0.98421993374496
"386","chr1",230000001,230500000,500000,"*",45.08,0.987825691175052
"387","chr1",230500001,231000000,500000,"*",44.04,0.982252577876644
"388","chr1",231000001,231500000,500000,"*",43.77,0.986819761878569
"389","chr1",231500001,232000000,500000,"*",41,0.975313788114867
"390","chr1",232000001,232500000,500000,"*",41.93,0.960549733996778
"391","chr1",232500001,233000000,500000,"*",41.34,0.991302100537847
"392","chr1",233000001,233500000,500000,"*",41.27,0.987574748326921
"393","chr1",233500001,234000000,500000,"*",40.06,0.983069258199765
"394","chr1",234000001,234500000,500000,"*",41.86,0.977539121141225
"395","chr1",234500001,235000000,500000,"*",43.96,0.960857883333596
"396","chr1",235000001,235500000,500000,"*",39.21,0.985880211542591
"397","chr1",235500001,236000000,500000,"*",42.04,0.977085298394842
"398","chr1",236500001,237000000,500000,"*",42.58,0.981339007586131
"399","chr1",237500001,238000000,500000,"*",37.35,0.983141811813272
"400","chr1",238500001,239000000,500000,"*",36.13,0.989179885648106
"401","chr1",240000001,240500000,500000,"*",40.21,0.989713857940221
"402","chr1",240500001,241000000,500000,"*",40.14,0.988494110392594
"403","chr1",241500001,242000000,500000,"*",39,0.986555741893182
"404","chr1",242000001,242500000,500000,"*",42,0.920813365508045
"405","chr1",242500001,243000000,500000,"*",39.86,0.940637190818351
"406","chr1",243500001,244000000,500000,"*",37.92,0.98056538523881
"407","chr1",244000001,244500000,500000,"*",42.81,0.992293800859893
"408","chr1",246000001,246500000,500000,"*",40.41,0.970008467497988
"409","chr1",246500001,247000000,500000,"*",42.85,0.956373711381691
"410","chr1",247000001,247500000,500000,"*",42.52,0.955334168911261
"411","chr1",247500001,248000000,500000,"*",40.04,0.952999210855057
"412","chr1",248000001,248500000,500000,"*",37.99,0.900282653986774
"413","chr2",1,500000,500000,"*",42.28,0.967591126749072
"414","chr2",500001,1000000,500000,"*",44.97,0.973425186722402
"415","chr2",1000001,1500000,500000,"*",44.25,0.937692264650093
"416","chr2",1500001,2000000,500000,"*",49.27,0.969202035455945
"417","chr2",2000001,2500000,500000,"*",41.51,0.972987630873828
"418","chr2",2500001,3000000,500000,"*",47.19,0.98715848837462
"419","chr2",3000001,3500000,500000,"*",47.69,0.963594498353049
"420","chr2",3500001,4000000,500000,"*",41.04,0.967234339372765
"421","chr2",4000001,4500000,500000,"*",39.32,0.976440112622365
"422","chr2",4500001,5000000,500000,"*",38.03,0.965860720935709
"423","chr2",5000001,5500000,500000,"*",30.71,0.972917086326625
