"","seqnames","start","end","width","strand","gc","mapp"
"39","chr1",27000001,27500000,500000,"*",49.28,0.974480191199409
"40","chr1",27500001,28000000,500000,"*",49.83,0.980096981462951
"41","chr1",28000001,28500000,500000,"*",44.41,0.97582731723108
"42","chr1",28500001,29000000,500000,"*",46.06,0.974651517693503
"43","chr1",29000001,29500000,500000,"*",44.9,0.980894318783373
"44","chr1",30000001,30500000,500000,"*",44.71,0.988334820832843
"45","chr1",30500001,31000000,500000,"*",48.16,0.968465048955059
"46","chr1",31000001,31500000,500000,"*",47.93,0.986158139878025
"47","chr1",31500001,32000000,500000,"*",46.01,0.982173946401985
"48","chr1",32000001,32500000,500000,"*",48.87,0.988734722570085
"49","chr1",32500001,33000000,500000,"*",47.55,0.977160840382843
"50","chr1",33000001,33500000,500000,"*",46.98,0.978120785025925
"51","chr1",33500001,34000000,500000,"*",46.56,0.976422914311261
"52","chr1",34000001,34500000,500000,"*",45.25,0.974943023210394
"53","chr1",34500001,35000000,500000,"*",43.95,0.971724515258715
"54","chr1",35000001,35500000,500000,"*",45.29,0.968403951227407
"55","chr1",35500001,36000000,500000,"*",41.33,0.973569906435964
"56","chr1",36000001,36500000,500000,"*",43.46,0.988452594038401
"57","chr1",36500001,37000000,500000,"*",48.63,0.983795976883664
"58","chr1",37000001,37500000,500000,"*",48.95,0.993117182879953
"59","chr1",37500001,38000000,500000,"*",47.1,0.974367069473421
"60","chr1",38000001,38500000,500000,"*",47.54,0.979294948222154
"61","chr1",38500001,39000000,500000,"*",45.75,0.988863235508693
"62","chr1",39000001,39500000,500000,"*",44.86,0.975733628109568
"63","chr1",39500001,40000000,500000,"*",43.95,0.967058271963593
"64","chr1",40000001,40500000,500000,"*",47.48,0.961792157282693
"65","chr1",40500001,41000000,500000,"*",42.42,0.973295160135678
"66","chr1",41000001,41500000,500000,"*",46.93,0.984790341432798
"67","chr1",41500001,42000000,500000,"*",45.96,0.972742040726997
"68","chr1",42000001,42500000,500000,"*",45.87,0.980099595937988
"69","chr1",42500001,43000000,500000,"*",41.02,0.971649039634685
"70","chr1",43000001,43500000,500000,"*",44.41,0.984927654718006
"71","chr1",43500001,44000000,500000,"*",46.56,0.969427803634985
"72","chr1",44000001,44500000,500000,"*",48.97,0.992595769611185
"73","chr1",44500001,45000000,500000,"*",44.9,0.991066696914162
"74","chr1",45000001,45500000,500000,"*",47.63,0.980329460225296
"75","chr1",45500001,46000000,500000,"*",42.69,0.944881911642677
"76","chr1",46000001,46500000,500000,"*",42.51,0.965355194692225
"77","chr1",46500001,47000000,500000,"*",47.76,0.97530951847031
"78","chr1",48000001,48500000,500000,"*",47.84,0.988313780982617
"79","chr1",48500001,49000000,500000,"*",40.63,0.929318149703538
"80","chr1",49000001,49500000,500000,"*",42.16,0.984903615882925
"81","chr1",50000001,50500000,500000,"*",37.15,0.933170007922874
"82","chr1",50500001,51000000,500000,"*",41.83,0.988614366742385
"83","chr1",51000001,51500000,500000,"*",38.3,0.967486091824571
"84","chr1",51500001,52000000,500000,"*",41.23,0.977690628852307
"85","chr1",52000001,52500000,500000,"*",41.39,0.983881935586418
"86","chr1",52500001,53000000,500000,"*",41.31,0.973104163812932
"87","chr1",53000001,53500000,500000,"*",43.14,0.974625976890404
"88","chr1",53500001,54000000,500000,"*",49.2,0.987693821607253
"89","chr1",54000001,54500000,500000,"*",45.93,0.990337754065799
"90","chr1",54500001,55000000,500000,"*",48.79,0.981719083617921
"91","chr1",55000001,55500000,500000,"*",48.35,0.970828550907613
"92","chr1",55500001,56000000,500000,"*",41.86,0.980676223188954
"93","chr1",56000001,56500000,500000,"*",39.92,0.982584537090359
"94","chr1",56500001,57000000,500000,"*",40.81,0.974804189135817
"95","chr1",57000001,57500000,500000,"*",40.29,0.988143269462544
"96","chr1",57500001,58000000,500000,"*",40.59,0.990905317392531
"97","chr1",58000001,58500000,500000,"*",40.45,0.983609993756219
"98","chr1",58500001,59000000,500000,"*",41.4,0.943200433185873
"99","chr1",59000001,59500000,500000,"*",42.24,0.978492700496715
"100","chr1",59500001,60000000,500000,"*",40.75,0.965632233160426
"101","chr1",60000001,60500000,500000,"*",39.5,0.953516445324147
"102","chr1",60500001,61000000,500000,"*",37.48,0.951012328037529
"103","chr1",61000001,61500000,500000,"*",39.95,0.969212612809144
"104","chr1",61500001,62000000,500000,"*",39.56,0.995534331816995
"105","chr1",62000001,62500000,500000,"*",40.23,0.97608320487205
"106","chr1",62500001,63000000,500000,"*",43.03,0.984213533586015
"107","chr1",63000001,63500000,500000,"*",38.53,0.971879382338268
"108","chr1",63500001,64000000,500000,"*",39.29,0.97492068550041
"109","chr1",64000001,64500000,500000,"*",41.29,0.991206684917211
"110","chr1",64500001,65000000,500000,"*",40.82,0.962814002218
"111","chr1",65000001,65500000,500000,"*",40.55,0.988259986764841
"112","chr1",65500001,66000000,500000,"*",40.99,0.972533217685329
"113","chr1",66000001,66500000,500000,"*",37.14,0.945254845593299
"114","chr1",66500001,67000000,500000,"*",38.38,0.95896195701849
"115","chr1",67000001,67500000,500000,"*",37.24,0.977064044050928
"116","chr1",67500001,68000000,500000,"*",40.68,0.968062896210899
"117","chr1",68000001,68500000,500000,"*",41.2,0.98449590900636
"118","chr1",68500001,69000000,500000,"*",39.69,0.981271597382549
"119","chr1",69000001,69500000,500000,"*",37.33,0.947698807499599
"120","chr1",69500001,70000000,500000,"*",36.92,0.964024708225991
"121","chr1",70000001,70500000,500000,"*",35.39,0.955770646085166
"122","chr1",70500001,71000000,500000,"*",37.69,0.986459998450746
"123","chr1",71000001,71500000,500000,"*",37.71,0.966294563705088
"124","chr1",71500001,72000000,500000,"*",36.81,0.959086617911411
"125","chr1",72000001,72500000,500000,"*",35.36,0.980625111856823
"126","chr1",72500001,73000000,500000,"*",34.45,0.987594448329532
"127","chr1",73000001,73500000,500000,"*",35.04,0.967937873285542
"128","chr1",73500001,74000000,500000,"*",34.9,0.974291324218704
"129","chr1",74000001,74500000,500000,"*",35.7,0.992475272980821
"130","chr1",74500001,75000000,500000,"*",35.66,0.959673265920299
"131","chr1",75000001,75500000,500000,"*",37.18,0.962834523013689
"132","chr1",75500001,76000000,500000,"*",37.41,0.947150771152588
"133","chr1",76000001,76500000,500000,"*",38.05,0.950434111706068
"134","chr1",76500001,77000000,500000,"*",38.96,0.981805662119708
"135","chr1",77000001,77500000,500000,"*",38.69,0.963768052103663
"136","chr1",77500001,78000000,500000,"*",38.3,0.981095171489152
"137","chr1",78000001,78500000,500000,"*",38.82,0.977818587701123
"138","chr1",78500001,79000000,500000,"*",38.47,0.96168800177173
"139","chr1",79000001,79500000,500000,"*",36.02,0.971458741178231
"140","chr1",79500001,80000000,500000,"*",35.69,0.970029835392175
"141","chr1",80000001,80500000,500000,"*",35.56,0.964254094514172
"142","chr1",80500001,81000000,500000,"*",35.12,0.961691045160119
"143","chr1",81000001,81500000,500000,"*",35.12,0.964741720517601
"144","chr1",81500001,82000000,500000,"*",36.88,0.984990825369997
"145","chr1",82000001,82500000,500000,"*",36.5,0.992865818150358
"146","chr1",82500001,83000000,500000,"*",37.1,0.967685372580474
"147","chr1",83000001,83500000,500000,"*",36.1,0.985554687319431
"148","chr1",84000001,84500000,500000,"*",38.13,0.982569765004086
"149","chr1",84500001,85000000,500000,"*",37.45,0.970648116587949
"150","chr1",85000001,85500000,500000,"*",40.4,0.994856130400066
"151","chr1",85500001,86000000,500000,"*",39.51,0.978247136160289
"152","chr1",86000001,86500000,500000,"*",37.71,0.935882750525558
"153","chr1",86500001,87000000,500000,"*",37.81,0.958529916673171
"154","chr1",87000001,87500000,500000,"*",38.55,0.946727783318232
"155","chr1",88000001,88500000,500000,"*",38.07,0.991394545645973
"156","chr1",88500001,89000000,500000,"*",37.36,0.982299138734739
"157","chr1",89000001,89500000,500000,"*",38.3,0.982509291301212
"158","chr1",90000001,90500000,500000,"*",40.09,0.970961815657155
"159","chr1",90500001,91000000,500000,"*",38.39,0.962059479849784
"160","chr1",91000001,91500000,500000,"*",38.99,0.979437287263831
"161","chr1",91500001,92000000,500000,"*",39.51,0.931301848404334
"162","chr1",92000001,92500000,500000,"*",42.2,0.984271774110733
"163","chr1",92500001,93000000,500000,"*",39.42,0.964209881678924
"164","chr1",93000001,93500000,500000,"*",39.32,0.956948624367774
"165","chr1",93500001,94000000,500000,"*",38.45,0.962359041393916
"166","chr1",94000001,94500000,500000,"*",43.2,0.964592201803017
"167","chr1",94500001,95000000,500000,"*",40.42,0.967743713642281
"168","chr1",95000001,95500000,500000,"*",42.53,0.985630164729585
"169","chr1",95500001,96000000,500000,"*",39.21,0.97165910910229
"170","chr1",96000001,96500000,500000,"*",36.98,0.993948012902756
"171","chr1",96500001,97000000,500000,"*",37.42,0.950635269785221
"172","chr1",97000001,97500000,500000,"*",37.36,0.961892741215741
"173","chr1",97500001,98000000,500000,"*",35.92,0.966736463766862
"174","chr1",98000001,98500000,500000,"*",34.32,0.98941227170881
"175","chr1",98500001,99000000,500000,"*",36.26,0.979024342679636
"176","chr1",99000001,99500000,500000,"*",36.72,0.971754783060029
"177","chr1",99500001,100000000,500000,"*",37.1,0.954057288001268
"178","chr1",100000001,100500000,500000,"*",38.25,0.981507487733129
"179","chr1",100500001,101000000,500000,"*",38.61,0.985521267875474
"180","chr1",101000001,101500000,500000,"*",37.73,0.958337876767805
"181","chr1",101500001,102000000,500000,"*",38.86,0.989601901676157
"182","chr1",102000001,102500000,500000,"*",35.49,0.980894115190615
"183","chr1",102500001,103000000,500000,"*",34.68,0.956339477982646
"184","chr1",103000001,103500000,500000,"*",34.7,0.957982688390638
"185","chr1",104500001,105000000,500000,"*",35.19,0.970654153771311
"186","chr1",105000001,105500000,500000,"*",35.15,0.9417769539329
"187","chr1",105500001,106000000,500000,"*",33.98,0.978784412938593
"188","chr1",106000001,106500000,500000,"*",34.6,0.963528949471337
"189","chr1",106500001,107000000,500000,"*",34.9,0.971960429723171
"190","chr1",107000001,107500000,500000,"*",35.9,0.986995082611303
"191","chr1",107500001,108000000,500000,"*",37.16,0.990652721887072
"192","chr1",108000001,108500000,500000,"*",38.24,0.977623768355302
"193","chr1",109000001,109500000,500000,"*",40.35,0.933485107825235
"194","chr1",109500001,110000000,500000,"*",45,0.982201443893246
"195","chr1",110000001,110500000,500000,"*",47.23,0.956361112804757
"196","chr1",110500001,111000000,500000,"*",46.85,0.993180122718685
"197","chr1",111000001,111500000,500000,"*",42.41,0.983718718739711
"198","chr1",111500001,112000000,500000,"*",40.07,0.961464052360462
"199","chr1",112000001,112500000,500000,"*",43.46,0.986995243101896
"200","chr1",112500001,113000000,500000,"*",43.21,0.948062860178529
"201","chr1",113000001,113500000,500000,"*",44.09,0.972526640802449
"202","chr1",113500001,114000000,500000,"*",41.37,0.962102600065568
"203","chr1",114000001,114500000,500000,"*",38.56,0.955893119592736
"204","chr1",114500001,115000000,500000,"*",43.08,0.974081957462007
"205","chr1",115000001,115500000,500000,"*",38.78,0.976626427509286
"206","chr1",115500001,116000000,500000,"*",41.19,0.970611684795878
"207","chr1",116000001,116500000,500000,"*",41.98,0.980578896576733
"208","chr1",116500001,117000000,500000,"*",41.54,0.975180460526839
"209","chr1",117500001,118000000,500000,"*",40.99,0.958944145319209
"210","chr1",118000001,118500000,500000,"*",40.56,0.977910745184114
"211","chr1",118500001,119000000,500000,"*",37.79,0.971501701469018
"212","chr1",119000001,119500000,500000,"*",37.63,0.925595414315533
"213","chr1",119500001,120000000,500000,"*",41.21,0.961760019396505
"214","chr1",150000001,150500000,500000,"*",43.46,0.983253381634841
"215","chr1",150500001,151000000,500000,"*",44.16,0.967140387301739
"216","chr1",151000001,151500000,500000,"*",46.54,0.983177494434244
"217","chr1",151500001,152000000,500000,"*",44.78,0.980973355788789
"218","chr1",152000001,152500000,500000,"*",41.45,0.927446009949934
"219","chr1",152500001,153000000,500000,"*",41.37,0.949000719728073
"220","chr1",153000001,153500000,500000,"*",42.89,0.956124943105646
"221","chr1",153500001,154000000,500000,"*",48.16,0.98254642318385
"222","chr1",154000001,154500000,500000,"*",45.6,0.972982650394934
"223","chr1",154500001,155000000,500000,"*",48.42,0.982096588359535
"224","chr1",155000001,155500000,500000,"*",48.21,0.974037787992645
"225","chr1",156000001,156500000,500000,"*",50.44,0.979341197422556
"226","chr1",156500001,157000000,500000,"*",50.41,0.988571624967307
"227","chr1",157000001,157500000,500000,"*",43.85,0.961109762120372
"228","chr1",157500001,158000000,500000,"*",40.76,0.977316476749174
"229","chr1",158000001,158500000,500000,"*",40.58,0.933795525188571
"230","chr1",158500001,159000000,500000,"*",37.23,0.959530439255742
"231","chr1",159000001,159500000,500000,"*",39.02,0.947214866748456
"232","chr1",159500001,160000000,500000,"*",43.12,0.95162758715664
"233","chr1",160000001,160500000,500000,"*",45.15,0.980012485208987
"234","chr1",160500001,161000000,500000,"*",43.1,0.955817027751337
"235","chr1",161000001,161500000,500000,"*",47.62,0.917972110927583
"236","chr1",162000001,162500000,500000,"*",42.13,0.975454843456321
"237","chr1",162500001,163000000,500000,"*",40.06,0.953513521953198
"238","chr1",163000001,163500000,500000,"*",37.86,0.981416589067988
"239","chr1",163500001,164000000,500000,"*",37.36,0.957973081929891
"240","chr1",164000001,164500000,500000,"*",37.61,0.957557331526607
"241","chr1",164500001,165000000,500000,"*",41.26,0.986790935254208
"242","chr1",165000001,165500000,500000,"*",42.49,0.985347209095631
"243","chr1",165500001,166000000,500000,"*",41.89,0.968912852924876
"244","chr1",166000001,166500000,500000,"*",41.06,0.931075969439888
"245","chr1",166500001,167000000,500000,"*",39.33,0.97350695738659
"246","chr1",167000001,167500000,500000,"*",41.8,0.994832124620824
"247","chr1",167500001,168000000,500000,"*",41.82,0.986855251240283
"248","chr1",168000001,168500000,500000,"*",41.59,0.974989689502527
"249","chr1",168500001,169000000,500000,"*",39.47,0.965075793461817
"250","chr1",169000001,169500000,500000,"*",37.87,0.964616792139293
"251","chr1",169500001,170000000,500000,"*",38.2,0.978571287370017
"252","chr1",170000001,170500000,500000,"*",37.61,0.943676109591432
"253","chr1",170500001,171000000,500000,"*",38.09,0.980819452999292
"254","chr1",171000001,171500000,500000,"*",39.74,0.970524410482415
"255","chr1",171500001,172000000,500000,"*",39.76,0.969837603171004
"256","chr1",172000001,172500000,500000,"*",37.83,0.950831849735065
"257","chr1",172500001,173000000,500000,"*",38.47,0.966129054567911
"258","chr1",173000001,173500000,500000,"*",39.47,0.959072616858703
"259","chr1",173500001,174000000,500000,"*",39.66,0.963813119174343
"260","chr1",174000001,174500000,500000,"*",37.84,0.951265397594394
"261","chr1",174500001,175000000,500000,"*",38.77,0.925375024291253
"262","chr1",175000001,175500000,500000,"*",43.25,0.976285999788039
"263","chr1",175500001,176000000,500000,"*",42.52,0.977205183642693
"264","chr1",176000001,176500000,500000,"*",38.02,0.958396316069383
"265","chr1",176500001,177000000,500000,"*",40.46,0.98710461012534
"266","chr1",177000001,177500000,500000,"*",40.58,0.979761622501996
"267","chr1",177500001,178000000,500000,"*",40.82,0.946269721209763
"268","chr1",178000001,178500000,500000,"*",38.9,0.97597600241372
"269","chr1",178500001,179000000,500000,"*",40.83,0.964323552198907
"270","chr1",179000001,179500000,500000,"*",41.14,0.974623103742889
"271","chr1",179500001,180000000,500000,"*",40.46,0.96960646439892
"272","chr1",180000001,180500000,500000,"*",41.41,0.974836666686479
"273","chr1",180500001,181000000,500000,"*",40.9,0.96270582102416
"274","chr1",181000001,181500000,500000,"*",44.96,0.974377636442987
"275","chr1",181500001,182000000,500000,"*",41.71,0.981335605997219
"276","chr1",182000001,182500000,500000,"*",42.53,0.984220724478552
"277","chr1",182500001,183000000,500000,"*",41.33,0.986173779955463
"278","chr1",183000001,183500000,500000,"*",41.7,0.987288791736589
"279","chr1",183500001,184000000,500000,"*",40.58,0.972709227167683
"280","chr1",184000001,184500000,500000,"*",40,0.97226034015025
"281","chr1",184500001,185000000,500000,"*",39.79,0.967349169339931
"282","chr1",185000001,185500000,500000,"*",38.43,0.96933692648768
"283","chr1",185500001,186000000,500000,"*",36.99,0.951362241120403
"284","chr1",186000001,186500000,500000,"*",36.52,0.972349191662241
"285","chr1",186500001,187000000,500000,"*",36.89,0.975813988179056
"286","chr1",187000001,187500000,500000,"*",35.67,0.974279901299355
"287","chr1",187500001,188000000,500000,"*",35.76,0.95013069094499
"288","chr1",188000001,188500000,500000,"*",34.24,0.985501536998469
"289","chr1",188500001,189000000,500000,"*",34.28,0.971385275366772
"290","chr1",189000001,189500000,500000,"*",34.01,0.956766890215929
"291","chr1",189500001,190000000,500000,"*",33.95,0.983494226174675
"292","chr1",190000001,190500000,500000,"*",33.31,0.990530108428228
"293","chr1",190500001,191000000,500000,"*",33.98,0.98113631939797
"294","chr1",191000001,191500000,500000,"*",34.15,0.973850667097218
"295","chr1",191500001,192000000,500000,"*",34.46,0.986457200890977
"296","chr1",192000001,192500000,500000,"*",35.04,0.966599920725695
"297","chr1",192500001,193000000,500000,"*",37.46,0.976618522559921
"298","chr1",193000001,193500000,500000,"*",37.01,0.984132440293367
"299","chr1",193500001,194000000,500000,"*",35.98,0.965396236704034
"300","chr1",194000001,194500000,500000,"*",34.86,0.97014546078251
"301","chr1",194500001,195000000,500000,"*",33.99,0.985965560527332
"302","chr1",195000001,195500000,500000,"*",33.92,0.983184585163293
"303","chr1",195500001,196000000,500000,"*",34.49,0.972541877429487
"304","chr1",196000001,196500000,500000,"*",34.49,0.963317524267371
"305","chr1",197000001,197500000,500000,"*",35.87,0.988999105320682
"306","chr1",197500001,198000000,500000,"*",36.71,0.953981945229633
"307","chr1",198000001,198500000,500000,"*",36.44,0.967589109698555
"308","chr1",198500001,199000000,500000,"*",35.36,0.989348617542029
"309","chr1",199000001,199500000,500000,"*",35.89,0.988502028178705
"310","chr1",199500001,200000000,500000,"*",38.6,0.965966832730756
"311","chr1",200000001,200500000,500000,"*",41.32,0.986007813660537
"312","chr1",200500001,201000000,500000,"*",43.05,0.983776856952708
"313","chr1",201000001,201500000,500000,"*",50.3,0.983875976222374
"314","chr1",201500001,202000000,500000,"*",47.26,0.987560145536187
"315","chr1",203000001,203500000,500000,"*",48.13,0.978925636352184
"316","chr1",203500001,204000000,500000,"*",44.69,0.98228636287177
"317","chr1",204000001,204500000,500000,"*",48.5,0.989594660357627
"318","chr1",204500001,205000000,500000,"*",47.03,0.995673731667702
"319","chr1",205000001,205500000,500000,"*",48.07,0.981173948842084
"320","chr1",207000001,207500000,500000,"*",41.63,0.981195680630034
"321","chr1",208000001,208500000,500000,"*",45.71,0.996747293225775
"322","chr1",208500001,209000000,500000,"*",40.66,0.982376607693984
"323","chr1",209000001,209500000,500000,"*",40.25,0.977595104705988
"324","chr1",209500001,210000000,500000,"*",43.86,0.991110773577402
"325","chr1",210000001,210500000,500000,"*",39.66,0.967924764175493
"326","chr1",210500001,211000000,500000,"*",42.61,0.982840967076587
"327","chr1",211000001,211500000,500000,"*",39.99,0.945259648724769
"328","chr1",211500001,212000000,500000,"*",43.66,0.973531606737914
"329","chr1",212000001,212500000,500000,"*",41.62,0.977797383792823
"330","chr1",212500001,213000000,500000,"*",43.76,0.972152284025073
"331","chr1",213000001,213500000,500000,"*",40.56,0.958742756861481
"332","chr1",213500001,214000000,500000,"*",42.01,0.977081350027994
"333","chr1",214000001,214500000,500000,"*",40.9,0.996785447261213
"334","chr1",214500001,215000000,500000,"*",40.41,0.983987166274555
"335","chr1",215000001,215500000,500000,"*",37.23,0.982519869521765
"336","chr1",215500001,216000000,500000,"*",37.23,0.973541171885808
"337","chr1",216000001,216500000,500000,"*",35.92,0.975150549122336
"338","chr1",216500001,217000000,500000,"*",36.69,0.986522580010493
"339","chr1",217000001,217500000,500000,"*",38.71,0.994195659135667
"340","chr1",217500001,218000000,500000,"*",36.8,0.973086608600763
"341","chr1",218000001,218500000,500000,"*",37.73,0.981887300860349
"342","chr1",218500001,219000000,500000,"*",39.37,0.977849226062585
"343","chr1",219000001,219500000,500000,"*",36.59,0.988178558018125
"344","chr1",219500001,220000000,500000,"*",38.92,0.957697583041682
"345","chr1",220000001,220500000,500000,"*",39.24,0.952616932237521
"346","chr1",220500001,221000000,500000,"*",40.85,0.983271726251237
"347","chr1",221000001,221500000,500000,"*",39.19,0.98296863538259
"348","chr1",221500001,222000000,500000,"*",38.76,0.988220109370107
"349","chr1",222000001,222500000,500000,"*",40.36,0.974775353297908
"350","chr1",223000001,223500000,500000,"*",42.36,0.953969138639453
"351","chr1",224500001,225000000,500000,"*",43.18,0.986098722399474
"352","chr1",225000001,225500000,500000,"*",38.15,0.94227072952121
"353","chr1",225500001,226000000,500000,"*",42.08,0.978951552942058
"354","chr1",226000001,226500000,500000,"*",46.26,0.97943750749779
"355","chr1",226500001,227000000,500000,"*",47.21,0.986994805055677
"356","chr1",227000001,227500000,500000,"*",40.61,0.971340681383701
"357","chr1",228000001,228500000,500000,"*",51.19,0.960314326133768
"358","chr1",228500001,229000000,500000,"*",48.96,0.908446327366332
"359","chr1",229000001,229500000,500000,"*",44.66,0.980543522051972
"360","chr1",229500001,230000000,500000,"*",43.4,0.98421993374496
"361","chr1",230000001,230500000,500000,"*",45.08,0.987825691175052
"362","chr1",230500001,231000000,500000,"*",44.04,0.982252577876644
"363","chr1",231000001,231500000,500000,"*",43.77,0.986819761878569
"364","chr1",231500001,232000000,500000,"*",41,0.975313788114867
"365","chr1",232000001,232500000,500000,"*",41.93,0.960549733996778
"366","chr1",232500001,233000000,500000,"*",41.34,0.991302100537847
"367","chr1",233000001,233500000,500000,"*",41.27,0.987574748326921
"368","chr1",233500001,234000000,500000,"*",40.06,0.983069258199765
"369","chr1",234000001,234500000,500000,"*",41.86,0.977539121141225
"370","chr1",234500001,235000000,500000,"*",43.96,0.960857883333596
"371","chr1",235000001,235500000,500000,"*",39.21,0.985880211542591
"372","chr1",235500001,236000000,500000,"*",42.04,0.977085298394842
"373","chr1",236000001,236500000,500000,"*",43.41,0.984955234733279
"374","chr1",236500001,237000000,500000,"*",42.58,0.981339007586131
"375","chr1",237000001,237500000,500000,"*",41.3,0.961487081076839
"376","chr1",237500001,238000000,500000,"*",37.35,0.983141811813272
"377","chr1",238000001,238500000,500000,"*",39.1,0.978798223760675
"378","chr1",238500001,239000000,500000,"*",36.13,0.989179885648106
"379","chr1",239000001,239500000,500000,"*",36.52,0.986267633262766
"380","chr1",239500001,240000000,500000,"*",38.31,0.971301279660356
"381","chr1",240000001,240500000,500000,"*",40.21,0.989713857940221
"382","chr1",240500001,241000000,500000,"*",40.14,0.988494110392594
"383","chr1",241000001,241500000,500000,"*",39.12,0.983077577811922
"384","chr1",241500001,242000000,500000,"*",39,0.986555741893182
"385","chr1",242500001,243000000,500000,"*",39.86,0.940637190818351
"386","chr1",243500001,244000000,500000,"*",37.92,0.98056538523881
"387","chr1",244000001,244500000,500000,"*",42.81,0.992293800859893
"388","chr1",244500001,245000000,500000,"*",41.94,0.968439485443173
"389","chr1",245000001,245500000,500000,"*",43.57,0.98521545980837
"390","chr1",245500001,246000000,500000,"*",44.15,0.974010844913522
"391","chr1",246000001,246500000,500000,"*",40.41,0.970008467497988
"392","chr1",246500001,247000000,500000,"*",42.85,0.956373711381691
"393","chr1",247000001,247500000,500000,"*",42.52,0.955334168911261
"394","chr1",247500001,248000000,500000,"*",40.04,0.952999210855057
"395","chr2",1,500000,500000,"*",42.28,0.967591126749072
"396","chr2",500001,1000000,500000,"*",44.97,0.973425186722402
"397","chr2",1000001,1500000,500000,"*",44.25,0.937692264650093
"398","chr2",1500001,2000000,500000,"*",49.27,0.969202035455945
"399","chr2",2000001,2500000,500000,"*",41.51,0.972987630873828
"400","chr2",4000001,4500000,500000,"*",39.32,0.976440112622365
"401","chr2",4500001,5000000,500000,"*",38.03,0.965860720935709
"402","chr2",5500001,6000000,500000,"*",41.45,0.969174435520382
"403","chr2",6000001,6500000,500000,"*",40.01,0.986566025219708
"404","chr2",6500001,7000000,500000,"*",40.06,0.99686492364442
"405","chr2",7000001,7500000,500000,"*",42.29,0.985570393974964
"406","chr2",7500001,8000000,500000,"*",39.98,0.993724433027494
"407","chr2",8000001,8500000,500000,"*",42.47,0.97391412300728
"408","chr2",8500001,9000000,500000,"*",45.28,0.994510149817061
"409","chr2",9000001,9500000,500000,"*",43.78,0.973924125759751
"410","chr2",9500001,10000000,500000,"*",45.68,0.989607050887353
"411","chr2",10000001,10500000,500000,"*",48.37,0.977822494608013
"412","chr2",10500001,11000000,500000,"*",47.74,0.988409488385177
"413","chr2",11000001,11500000,500000,"*",43.96,0.971017965565105
"414","chr2",11500001,12000000,500000,"*",46.46,0.983011449160276
"415","chr2",12000001,12500000,500000,"*",41.44,0.983870989801589
"416","chr2",12500001,13000000,500000,"*",40.59,0.968693847623634
"417","chr2",13000001,13500000,500000,"*",36.52,0.983775484192271
"418","chr2",14000001,14500000,500000,"*",35.77,0.970046880838235
"419","chr2",14500001,15000000,500000,"*",38.95,0.952253177888794
"420","chr2",15000001,15500000,500000,"*",40.39,0.989435126809168
"421","chr2",15500001,16000000,500000,"*",42.55,0.977713564049265
"422","chr2",16000001,16500000,500000,"*",40.57,0.977375649738521
"423","chr2",16500001,17000000,500000,"*",41.62,0.976916504435237
